MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
54993.0,2006/11/2,2008/12/24,男,6.0,.,北京,CN,31.0,2014/3/31,210.0,505308.0,0.0,74460.0,239560.0,234188.0,580717.0,558440.14,2014/3/31,26.25,63163.5,2.0,1.0,3.483253589,18.0,3352.0,36640.0,34.0,0.9616390429999999,103.0,107.0,246197.0,259111.0,74460.0,39992.0,114452.0,111100.0,619760.0,370211.0,0.50952381,0.49047619,0.48722069100000004,0.51277733,50.0
28065.0,2007/2/19,2007/8/3,男,6.0,,北京,CN,42.0,2014/3/31,140.0,362480.0,0.0,41288.0,171483.0,167434.0,293678.0,367777.2,2014/3/25,17.5,45310.0,2.0,7.0,5.194244604,17.0,0.0,12000.0,29.0,1.25231444,68.0,72.0,177358.0,185122.0,41288.0,12000.0,53288.0,53288.0,415768.0,238410.0,0.514285714,0.485714286,0.489289094,0.510708147,33.0
55106.0,2007/2/1,2007/8/30,男,6.0,.,北京,CN,40.0,2014/3/31,135.0,351159.0,0.0,39711.0,163618.0,164982.0,283712.0,355966.5,2014/3/21,16.875,43894.875,10.0,11.0,5.298507463,18.0,3491.0,12000.0,20.0,1.254675516,65.0,70.0,169072.0,182087.0,39711.0,15491.0,55202.0,51711.0,406361.0,233798.0,0.518518519,0.481481481,0.48146713700000004,0.518530015,26.0
21189.0,2008/8/22,2008/8/23,男,5.0,Los Angeles,CA,US,64.0,2014/3/31,23.0,337314.0,0.0,34890.0,116350.0,125500.0,281336.0,306900.88,2013/12/26,2.875,42164.25,21.0,97.0,27.86363636,73.0,0.0,0.0,11.0,1.090869565,13.0,10.0,186104.0,151210.0,34890.0,0.0,34890.0,34890.0,372204.0,186100.0,0.434782609,0.565217391,0.551721684,0.448275351,12.0
39546.0,2009/4/10,2009/4/15,男,6.0,贵阳,贵州,CN,48.0,2014/3/31,152.0,273844.0,0.0,42265.0,124560.0,130702.0,309928.0,300834.06,2014/3/27,19.0,34230.5,3.0,5.0,4.78807947,47.0,0.0,22704.0,27.0,0.970657895,71.0,81.0,128448.0,145396.0,42265.0,22704.0,64969.0,64969.0,338813.0,210365.0,0.532894737,0.467105263,0.46905366200000004,0.530942687,39.0
56972.0,2008/2/10,2009/9/29,男,6.0,广州,广东,CN,64.0,2014/3/31,92.0,313338.0,0.0,27323.0,112364.0,76946.0,294585.0,285067.69,2014/1/13,11.5,39167.25,11.0,79.0,7.043956044,52.0,0.0,2460.0,10.0,0.967692483,50.0,42.0,190583.0,122755.0,27323.0,2460.0,29783.0,29783.0,343121.0,152538.0,0.456521739,0.543478261,0.608232617,0.39176419100000004,15.0
44924.0,2006/3/22,2006/3/29,男,6.0,乌鲁木齐市,新疆,CN,46.0,2014/3/31,101.0,248864.0,0.0,37689.0,120500.0,114469.0,287042.0,277095.0,2014/3/31,12.625,31108.0,11.0,1.0,7.19,28.0,0.0,12320.0,20.0,0.965346535,50.0,51.0,123200.0,125664.0,37689.0,12320.0,50009.0,50009.0,298873.0,175673.0,0.504950495,0.495049505,0.495047516,0.504948466,29.0
22631.0,2010/4/9,2010/4/9,女,6.0,温州市,浙江,CN,50.0,2014/3/31,73.0,301864.0,0.0,39834.0,82440.0,114971.0,287230.0,276335.43,2014/3/29,9.125,37733.0,0.0,3.0,10.11111111,45.0,0.0,9500.0,7.0,0.962070222,30.0,43.0,157597.0,144267.0,39834.0,9500.0,49334.0,49334.0,351198.0,193601.0,0.589041096,0.41095890399999996,0.52207775,0.47791893700000004,14.0
32197.0,2011/6/7,2011/7/1,男,5.0,DRANCY,,FR,50.0,2014/3/31,56.0,262958.0,0.0,31700.0,72596.0,87401.0,321489.0,266346.64,2014/3/26,7.0,32869.75,7.0,6.0,13.05454545,94.0,0.0,500.0,5.0,0.828478237,33.0,23.0,127130.0,135828.0,31700.0,500.0,32200.0,32200.0,295158.0,168028.0,0.41071428600000004,0.589285714,0.483459399,0.5165367989999999,7.0
31645.0,2010/7/5,2010/7/5,女,6.0,温州,浙江,CN,43.0,2014/3/31,64.0,204855.0,0.0,47052.0,85258.0,60267.0,375074.0,265556.2,2014/3/17,8.0,25606.875,2.0,15.0,11.33333333,73.0,0.0,0.0,13.0,0.7080101529999999,39.0,25.0,107949.0,96906.0,47052.0,0.0,47052.0,47052.0,251907.0,143958.0,0.390625,0.609375,0.526950638,0.47304448,16.0
